Time,CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
12:40:00,8.418830E+02,2.943901E+04,2.846927E-02,2.575897E+00,7.934745E+03,2.608660E+04,2.683228E-01,2.282515E+00,2.245287E+04,2.729566E+04,7.592705E-01,2.388308E+00,7.943564E+03,9.792307E+03,2.686001E-01,8.568515E-01,5.275575E+03,4.960455E+03,1.783855E-01,4.340485E-01,7.797198E+03,5.916581E+03,2.636509E-01,5.177270E-01,5.265098E+03,4.070929E+03,1.780312E-01,3.562264E-01,8.793138E+03,1.174758E+04,2.973277E-01,1.027931E+00,5.785955E+03,6.270425E+03,1.956434E-01,5.486683E-01,8.667513E+03,7.827141E+03,2.930798E-01,6.848968E-01,5.819485E+03,5.294747E+03,1.967772E-01,4.633071E-01,1.213422E+04,1.196279E+04,4.103036E-01,1.046762E+00,7.880441E+03,6.422409E+03,2.664666E-01,5.619674E-01,1.203658E+04,8.087094E+03,4.070018E-01,7.076438E-01,7.938286E+03,5.452457E+03,2.684226E-01,4.771074E-01
12:50:00,9.605075E+02,2.997910E+04,3.248070E-02,2.623156E+00,7.928814E+03,2.605125E+04,2.681223E-01,2.279422E+00,2.241735E+04,2.739974E+04,7.580692E-01,2.397415E+00,7.942476E+03,9.839770E+03,2.685633E-01,8.610033E-01,5.274881E+03,4.913427E+03,1.783620E-01,4.299349E-01,7.796109E+03,5.943671E+03,2.636141E-01,5.200975E-01,5.264404E+03,4.220628E+03,1.780077E-01,3.693268E-01,8.791795E+03,1.178824E+04,2.972823E-01,1.031488E+00,5.785109E+03,6.221911E+03,1.956148E-01,5.444246E-01,8.666165E+03,7.848876E+03,2.930342E-01,6.867985E-01,5.818639E+03,5.443414E+03,1.967486E-01,4.763168E-01,1.212660E+04,1.203601E+04,4.100459E-01,1.053168E+00,7.875630E+03,6.394937E+03,2.663039E-01,5.595649E-01,1.202890E+04,8.140372E+03,4.067423E-01,7.123056E-01,7.933477E+03,5.619702E+03,2.682599E-01,4.917426E-01
13:00:00,1.082075E+03,3.052592E+04,3.659167E-02,2.671002E+00,7.922886E+03,2.601849E+04,2.679218E-01,2.276556E+00,2.238294E+04,2.750859E+04,7.569058E-01,2.406939E+00,7.941700E+03,9.868620E+03,2.685371E-01,8.635267E-01,5.274375E+03,4.878239E+03,1.783449E-01,4.268571E-01,7.795332E+03,5.970994E+03,2.635878E-01,5.224882E-01,5.263898E+03,4.414105E+03,1.779906E-01,3.862583E-01,8.790454E+03,1.180988E+04,2.972369E-01,1.033380E+00,5.784263E+03,6.185020E+03,1.955862E-01,5.411977E-01,8.664818E+03,7.870563E+03,2.929887E-01,6.886961E-01,5.817793E+03,5.636865E+03,1.967200E-01,4.932454E-01,1.211923E+04,1.209078E+04,4.097967E-01,1.057959E+00,7.870979E+03,6.379086E+03,2.661466E-01,5.581790E-01,1.202149E+04,8.194091E+03,4.064915E-01,7.170060E-01,7.928828E+03,5.831789E+03,2.681027E-01,5.103018E-01
13:10:00,1.329282E+03,3.028484E+04,4.495127E-02,2.649908E+00,7.916918E+03,2.598836E+04,2.677200E-01,2.273920E+00,2.234932E+04,2.762188E+04,7.557687E-01,2.416852E+00,7.941234E+03,9.877909E+03,2.685214E-01,8.643385E-01,5.274057E+03,4.847390E+03,1.783341E-01,4.241588E-01,7.794866E+03,5.997725E+03,2.635721E-01,5.248271E-01,5.263580E+03,4.646619E+03,1.779799E-01,4.066058E-01,8.789105E+03,1.181205E+04,2.971913E-01,1.033569E+00,5.783412E+03,6.152348E+03,1.955574E-01,5.383397E-01,8.663464E+03,7.891838E+03,2.929428E-01,6.905576E-01,5.816942E+03,5.870656E+03,1.966912E-01,5.137040E-01,1.211205E+04,1.212652E+04,4.095539E-01,1.061085E+00,7.866445E+03,6.367601E+03,2.659933E-01,5.571748E-01,1.201426E+04,8.247804E+03,4.062470E-01,7.217057E-01,7.924297E+03,6.084402E+03,2.679495E-01,5.324073E-01
13:20:00,1.587003E+03,2.998725E+04,5.366638E-02,2.623857E+00,7.910982E+03,2.596073E+04,2.675193E-01,2.271503E+00,2.231680E+04,2.773916E+04,7.546689E-01,2.427113E+00,7.941151E+03,9.866657E+03,2.685185E-01,8.633530E-01,5.273970E+03,4.818458E+03,1.783312E-01,4.216279E-01,7.794784E+03,6.022898E+03,2.635693E-01,5.270298E-01,5.263494E+03,4.910904E+03,1.779769E-01,4.297331E-01,8.787763E+03,1.179469E+04,2.971459E-01,1.032049E+00,5.782565E+03,6.121929E+03,1.955288E-01,5.356786E-01,8.662115E+03,7.912564E+03,2.928973E-01,6.923710E-01,5.816096E+03,6.137711E+03,1.966626E-01,5.370731E-01,1.210511E+04,1.214299E+04,4.093191E-01,1.062525E+00,7.862064E+03,6.358499E+03,2.658452E-01,5.563788E-01,1.200727E+04,8.301292E+03,4.060108E-01,7.263858E-01,7.919918E+03,6.370648E+03,2.678015E-01,5.574555E-01
13:30:00,1.849559E+03,2.967254E+04,6.254502E-02,2.596309E+00,7.905089E+03,2.593537E+04,2.673200E-01,2.269284E+00,2.228535E+04,2.785985E+04,7.536056E-01,2.437673E+00,7.941456E+03,9.834619E+03,2.685289E-01,8.605488E-01,5.274119E+03,4.790503E+03,1.783362E-01,4.191821E-01,7.795091E+03,6.046146E+03,2.635797E-01,5.290639E-01,5.263642E+03,5.200234E+03,1.779820E-01,4.550515E-01,8.786429E+03,1.175777E+04,2.971008E-01,1.028818E+00,5.781723E+03,6.092959E+03,1.955003E-01,5.331440E-01,8.660776E+03,7.932585E+03,2.928520E-01,6.941228E-01,5.815255E+03,6.431171E+03,1.966342E-01,5.627523E-01,1.209840E+04,1.214004E+04,4.090924E-01,1.062267E+00,7.857833E+03,6.350961E+03,2.657021E-01,5.557196E-01,1.200052E+04,8.354321E+03,4.057826E-01,7.310257E-01,7.915689E+03,6.683782E+03,2.676585E-01,5.848560E-01
13:40:00,2.115907E+03,2.934598E+04,7.155189E-02,2.567728E+00,7.899234E+03,2.591201E+04,2.671220E-01,2.267240E+00,2.225488E+04,2.798334E+04,7.525750E-01,2.448478E+00,7.942103E+03,9.782214E+03,2.685507E-01,8.559624E-01,5.274475E+03,4.763122E+03,1.783483E-01,4.167865E-01,7.795740E+03,6.067472E+03,2.636016E-01,5.309298E-01,5.263998E+03,5.508749E+03,1.779940E-01,4.820481E-01,8.785104E+03,1.170152E+04,2.970560E-01,1.023896E+00,5.780887E+03,6.064935E+03,1.954721E-01,5.306921E-01,8.659444E+03,7.951724E+03,2.928069E-01,6.957974E-01,5.814419E+03,6.744855E+03,1.966059E-01,5.902007E-01,1.209192E+04,1.211781E+04,4.088731E-01,1.060321E+00,7.853740E+03,6.344449E+03,2.655637E-01,5.551499E-01,1.199399E+04,8.406633E+03,4.055619E-01,7.356029E-01,7.911598E+03,7.017674E+03,2.675201E-01,6.140724E-01
13:50:00,2.385336E+03,2.901092E+04,8.066298E-02,2.538407E+00,7.893420E+03,2.589035E+04,2.669254E-01,2.265345E+00,2.222532E+04,2.810899E+04,7.515755E-01,2.459472E+00,7.943035E+03,9.710074E+03,2.685822E-01,8.496493E-01,5.275005E+03,4.736112E+03,1.783662E-01,4.144233E-01,7.796674E+03,6.086909E+03,2.636332E-01,5.326305E-01,5.264528E+03,5.831442E+03,1.780119E-01,5.102846E-01,8.783788E+03,1.162635E+04,2.970115E-01,1.017317E+00,5.780057E+03,6.037530E+03,1.954440E-01,5.282944E-01,8.658122E+03,7.969788E+03,2.927622E-01,6.973780E-01,5.813589E+03,7.073262E+03,1.965778E-01,6.189368E-01,1.208563E+04,1.207661E+04,4.086607E-01,1.056715E+00,7.849776E+03,6.338580E+03,2.654297E-01,5.546365E-01,1.198767E+04,8.457956E+03,4.053482E-01,7.400936E-01,7.907637E+03,7.366804E+03,2.673862E-01,6.446216E-01
14:00:00,2.657370E+03,2.866929E+04,8.986213E-02,2.508512E+00,7.887653E+03,2.587010E+04,2.667304E-01,2.263573E+00,2.219663E+04,2.823616E+04,7.506056E-01,2.470598E+00,7.944204E+03,9.618949E+03,2.686218E-01,8.416752E-01,5.275681E+03,4.709334E+03,1.783890E-01,4.120804E-01,7.797846E+03,6.104448E+03,2.636728E-01,5.341649E-01,5.265203E+03,6.163730E+03,1.780347E-01,5.393600E-01,8.782482E+03,1.153281E+04,2.969674E-01,1.009132E+00,5.779233E+03,6.010506E+03,1.954161E-01,5.259299E-01,8.656810E+03,7.986576E+03,2.927179E-01,6.988468E-01,5.812765E+03,7.411428E+03,1.965500E-01,6.485262E-01,1.207955E+04,1.201691E+04,4.084549E-01,1.051491E+00,7.845937E+03,6.333059E+03,2.652999E-01,5.541535E-01,1.198155E+04,8.508006E+03,4.051411E-01,7.444728E-01,7.903799E+03,7.726161E+03,2.672564E-01,6.760651E-01
14:10:00,2.840146E+03,2.829092E+04,9.604291E-02,2.475404E+00,7.881942E+03,2.585096E+04,2.665372E-01,2.261899E+00,2.216884E+04,2.836418E+04,7.496658E-01,2.481800E+00,7.945540E+03,9.509101E+03,2.686669E-01,8.320627E-01,5.276460E+03,4.682370E+03,1.784154E-01,4.097211E-01,7.799185E+03,6.119532E+03,2.637181E-01,5.354847E-01,5.265982E+03,6.500980E+03,1.780611E-01,5.688689E-01,8.781188E+03,1.142103E+04,2.969236E-01,9.993504E-01,5.778416E+03,5.983376E+03,1.953885E-01,5.235561E-01,8.655509E+03,8.001392E+03,2.926739E-01,7.001431E-01,5.811949E+03,7.754470E+03,1.965224E-01,6.785419E-01,1.207366E+04,1.193858E+04,4.082558E-01,1.044636E+00,7.842222E+03,6.327308E+03,2.651743E-01,5.536504E-01,1.197563E+04,8.555945E+03,4.049408E-01,7.486673E-01,7.900087E+03,8.090759E+03,2.671309E-01,7.079667E-01
14:20:00,3.018526E+03,2.790573E+04,1.020751E-01,2.441699E+00,7.876286E+03,2.583263E+04,2.663460E-01,2.260295E+00,2.214184E+04,2.849241E+04,7.487527E-01,2.493019E+00,7.946912E+03,9.381518E+03,2.687133E-01,8.208986E-01,5.277264E+03,4.654954E+03,1.784426E-01,4.073222E-01,7.800559E+03,6.131894E+03,2.637646E-01,5.365662E-01,5.266786E+03,6.839373E+03,1.780883E-01,5.984773E-01,8.779907E+03,1.129178E+04,2.968803E-01,9.880406E-01,5.777608E+03,5.955827E+03,1.953612E-01,5.211455E-01,8.654221E+03,8.013869E+03,2.926303E-01,7.012348E-01,5.811140E+03,8.098412E+03,1.964950E-01,7.086359E-01,1.206795E+04,1.184269E+04,4.080626E-01,1.036245E+00,7.838620E+03,6.320979E+03,2.650524E-01,5.530965E-01,1.196988E+04,8.601357E+03,4.047465E-01,7.526406E-01,7.896486E+03,8.456485E+03,2.670091E-01,7.399666E-01
14:30:00,3.196226E+03,2.751561E+04,1.080842E-01,2.407563E+00,7.870691E+03,2.581484E+04,2.661568E-01,2.258739E+00,2.211559E+04,2.862018E+04,7.478650E-01,2.504198E+00,7.948259E+03,9.237468E+03,2.687589E-01,8.082936E-01,5.278056E+03,4.626817E+03,1.784693E-01,4.048603E-01,7.801908E+03,6.141378E+03,2.638102E-01,5.373959E-01,5.267578E+03,7.175563E+03,1.781150E-01,6.278925E-01,8.778638E+03,1.114642E+04,2.968374E-01,9.753217E-01,5.776807E+03,5.927533E+03,1.953341E-01,5.186700E-01,8.652946E+03,8.023767E+03,2.925872E-01,7.021007E-01,5.810340E+03,8.439787E+03,1.964680E-01,7.385049E-01,1.206240E+04,1.173041E+04,4.078752E-01,1.026420E+00,7.835123E+03,6.313817E+03,2.649342E-01,5.524699E-01,1.196430E+04,8.643916E+03,4.045579E-01,7.563643E-01,7.892992E+03,8.819739E+03,2.668910E-01,7.717498E-01
14:40:00,3.373821E+03,2.712113E+04,1.140898E-01,2.373046E+00,7.865159E+03,2.579731E+04,2.659697E-01,2.257206E+00,2.209007E+04,2.874686E+04,7.470021E-01,2.515282E+00,7.949576E+03,9.078328E+03,2.688034E-01,7.943684E-01,5.278833E+03,4.597903E+03,1.784956E-01,4.023304E-01,7.803227E+03,6.147826E+03,2.638547E-01,5.379599E-01,5.268355E+03,7.506457E+03,1.781413E-01,6.568440E-01,8.777383E+03,1.098630E+04,2.967949E-01,9.613103E-01,5.776015E+03,5.898421E+03,1.953073E-01,5.161226E-01,8.651684E+03,8.030851E+03,2.925445E-01,7.027204E-01,5.809548E+03,8.775400E+03,1.964412E-01,7.678694E-01,1.205702E+04,1.160301E+04,4.076932E-01,1.015272E+00,7.831729E+03,6.305587E+03,2.648194E-01,5.517497E-01,1.195889E+04,8.683302E+03,4.043749E-01,7.598103E-01,7.889600E+03,9.177197E+03,2.667763E-01,8.030257E-01
14:50:00,3.551597E+03,2.672265E+04,1.201015E-01,2.338180E+00,7.859692E+03,2.577982E+04,2.657848E-01,2.255675E+00,2.206526E+04,2.887183E+04,7.461631E-01,2.526216E+00,7.950874E+03,8.905679E+03,2.688473E-01,7.792612E-01,5.279601E+03,4.568060E+03,1.785216E-01,3.997191E-01,7.804526E+03,6.150936E+03,2.638987E-01,5.382318E-01,5.269122E+03,7.829178E+03,1.781673E-01,6.850803E-01,8.776142E+03,1.081296E+04,2.967529E-01,9.461434E-01,5.775232E+03,5.868313E+03,1.952808E-01,5.134882E-01,8.650437E+03,8.034737E+03,2.925024E-01,7.030602E-01,5.808765E+03,9.102206E+03,1.964147E-01,7.964632E-01,1.205180E+04,1.146197E+04,4.075165E-01,1.002931E+00,7.828434E+03,6.295936E+03,2.647080E-01,5.509053E-01,1.195364E+04,8.719196E+03,4.041972E-01,7.629508E-01,7.886307E+03,9.525827E+03,2.666649E-01,8.335289E-01
15:00:00,3.729704E+03,2.632045E+04,1.261244E-01,2.302988E+00,7.854290E+03,2.576217E+04,2.656021E-01,2.254130E+00,2.204113E+04,2.899452E+04,7.453471E-01,2.536951E+00,7.952165E+03,8.721890E+03,2.688909E-01,7.631792E-01,5.280366E+03,4.534475E+03,1.785474E-01,3.967803E-01,7.805819E+03,6.146791E+03,2.639424E-01,5.378689E-01,5.269888E+03,8.150934E+03,1.781931E-01,7.132320E-01,8.774915E+03,1.062881E+04,2.967115E-01,9.300292E-01,5.774457E+03,5.834288E+03,1.952547E-01,5.105110E-01,8.649203E+03,8.031303E+03,2.924606E-01,7.027596E-01,5.807991E+03,9.427677E+03,1.963886E-01,8.249401E-01,1.204672E+04,1.130959E+04,4.073449E-01,9.895973E-01,7.825234E+03,6.281980E+03,2.645998E-01,5.496840E-01,1.194853E+04,8.747099E+03,4.040246E-01,7.653921E-01,7.883109E+03,9.872671E+03,2.665568E-01,8.638757E-01
15:10:00,3.877728E+03,2.626407E+04,1.311300E-01,2.298055E+00,7.848956E+03,2.574418E+04,2.654218E-01,2.252556E+00,2.201771E+04,2.911440E+04,7.445548E-01,2.547440E+00,7.953448E+03,8.528179E+03,2.689343E-01,7.462291E-01,5.281128E+03,4.498585E+03,1.785732E-01,3.936399E-01,7.807104E+03,6.137616E+03,2.639859E-01,5.370657E-01,5.270649E+03,8.462889E+03,1.782189E-01,7.405261E-01,8.773703E+03,1.043490E+04,2.966705E-01,9.130626E-01,5.773692E+03,5.797683E+03,1.952288E-01,5.073081E-01,8.647985E+03,8.022613E+03,2.924194E-01,7.019990E-01,5.807227E+03,9.742662E+03,1.963627E-01,8.524995E-01,1.204180E+04,1.114706E+04,4.071785E-01,9.753756E-01,7.822131E+03,6.265018E+03,2.644949E-01,5.481998E-01,1.194358E+04,8.769127E+03,4.038573E-01,7.673192E-01,7.880008E+03,1.020858E+04,2.664519E-01,8.932658E-01
15:20:00,4.023668E+03,2.623094E+04,1.360651E-01,2.295161E+00,7.843790E+03,2.572569E+04,2.652471E-01,2.250939E+00,2.199531E+04,2.923093E+04,7.437975E-01,2.557635E+00,7.954675E+03,8.327074E+03,2.689758E-01,7.286322E-01,5.281858E+03,4.461136E+03,1.785979E-01,3.903630E-01,7.808332E+03,6.124532E+03,2.640274E-01,5.359206E-01,5.271379E+03,8.760867E+03,1.782435E-01,7.665972E-01,8.772526E+03,1.023354E+04,2.966307E-01,8.954431E-01,5.772949E+03,5.759077E+03,1.952037E-01,5.039299E-01,8.646801E+03,8.009489E+03,2.923794E-01,7.008504E-01,5.806484E+03,1.004292E+04,1.963376E-01,8.787703E-01,1.203710E+04,1.097625E+04,4.070194E-01,9.604295E-01,7.819166E+03,6.245566E+03,2.643946E-01,5.464977E-01,1.193885E+04,8.786000E+03,4.036974E-01,7.687952E-01,7.877045E+03,1.052922E+04,2.663517E-01,9.213197E-01
15:30:00,4.169111E+03,2.620400E+04,1.409834E-01,2.292809E+00,7.838769E+03,2.570655E+04,2.650773E-01,2.249264E+00,2.197383E+04,2.934359E+04,7.430712E-01,2.567492E+00,7.955844E+03,8.121367E+03,2.690153E-01,7.106326E-01,5.282553E+03,4.422263E+03,1.786214E-01,3.869615E-01,7.809503E+03,6.107615E+03,2.640670E-01,5.344401E-01,5.272074E+03,9.042376E+03,1.782671E-01,7.912273E-01,8.771381E+03,1.002729E+04,2.965920E-01,8.773966E-01,5.772227E+03,5.718579E+03,1.951792E-01,5.003864E-01,8.645650E+03,7.991912E+03,2.923405E-01,6.993122E-01,5.805761E+03,1.032601E+04,1.963132E-01,9.035384E-01,1.203259E+04,1.079980E+04,4.068671E-01,9.449905E-01,7.816325E+03,6.223554E+03,2.642986E-01,5.445716E-01,1.193432E+04,8.797606E+03,4.035442E-01,7.698105E-01,7.874206E+03,1.083206E+04,2.662557E-01,9.478164E-01
15:40:00,4.314525E+03,2.618074E+04,1.459008E-01,2.290776E+00,7.833855E+03,2.568665E+04,2.649111E-01,2.247523E+00,2.195311E+04,2.945190E+04,7.423705E-01,2.576969E+00,7.956976E+03,7.914105E+03,2.690536E-01,6.924971E-01,5.283228E+03,4.381762E+03,1.786442E-01,3.834176E-01,7.810637E+03,6.086719E+03,2.641053E-01,5.326114E-01,5.272749E+03,9.304991E+03,1.782899E-01,8.142042E-01,8.770261E+03,9.819254E+03,2.965541E-01,8.591933E-01,5.771520E+03,5.676033E+03,1.951553E-01,4.966636E-01,8.644524E+03,7.969803E+03,2.923024E-01,6.973774E-01,5.805055E+03,1.058965E+04,1.962893E-01,9.266055E-01,1.202825E+04,1.062074E+04,4.067203E-01,9.293230E-01,7.813590E+03,6.198878E+03,2.642061E-01,5.424124E-01,1.192996E+04,8.803779E+03,4.033966E-01,7.703504E-01,7.871473E+03,1.111476E+04,2.661633E-01,9.725508E-01
15:50:00,4.460089E+03,2.615955E+04,1.508232E-01,2.288924E+00,7.829034E+03,2.566591E+04,2.647481E-01,2.245708E+00,2.193308E+04,2.955543E+04,7.416930E-01,2.586027E+00,7.958091E+03,7.708795E+03,2.690913E-01,6.745323E-01,5.283893E+03,4.339502E+03,1.786667E-01,3.797198E-01,7.811754E+03,6.061787E+03,2.641431E-01,5.304296E-01,5.273414E+03,9.546418E+03,1.783124E-01,8.353270E-01,8.769163E+03,9.612968E+03,2.965170E-01,8.411434E-01,5.770827E+03,5.631375E+03,1.951319E-01,4.927560E-01,8.643420E+03,7.943219E+03,2.922651E-01,6.950511E-01,5.804362E+03,1.083185E+04,1.962658E-01,9.477961E-01,1.202406E+04,1.044249E+04,4.065787E-01,9.137261E-01,7.810951E+03,6.171542E+03,2.641168E-01,5.400204E-01,1.192575E+04,8.804335E+03,4.032543E-01,7.703987E-01,7.868836E+03,1.137512E+04,2.660741E-01,9.953303E-01
16:00:00,4.605895E+03,2.613947E+04,1.557538E-01,2.287169E+00,7.824296E+03,2.564431E+04,2.645879E-01,2.243818E+00,2.191368E+04,2.965347E+04,7.410371E-01,2.594604E+00,7.959203E+03,7.508785E+03,2.691289E-01,6.570316E-01,5.284557E+03,4.298042E+03,1.786891E-01,3.760920E-01,7.812867E+03,6.036393E+03,2.641807E-01,5.282073E-01,5.274077E+03,9.754532E+03,1.783348E-01,8.535351E-01,8.768084E+03,9.411820E+03,2.964805E-01,8.235432E-01,5.770146E+03,5.587311E+03,1.951089E-01,4.889003E-01,8.642335E+03,7.915961E+03,2.922284E-01,6.926658E-01,5.803681E+03,1.104038E+04,1.962428E-01,9.660402E-01,1.202002E+04,1.026828E+04,4.064419E-01,8.984826E-01,7.808401E+03,6.144078E+03,2.640306E-01,5.376172E-01,1.192168E+04,8.803226E+03,4.031168E-01,7.703014E-01,7.866288E+03,1.160113E+04,2.659880E-01,1.015104E+00
