Date/Time,Cooling:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),WaterSystems:NaturalGas [J](Hourly)
2020-01-01T01:00:00Z,0,13517796.12,182286476.1,9649497.642,53294400,57896985.85,9807470.316,30384.33882,72000
2020-01-01T02:00:00Z,0,17717617.15,177367416.5,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-01T03:00:00Z,0,25310614.61,235785509,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970731.799
2020-01-01T04:00:00Z,0,20001989.01,184762495.4,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-01T05:00:00Z,0,27925599.38,245249657.4,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970994.827
2020-01-01T06:00:00Z,0,21886933.34,190670331.2,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-01T07:00:00Z,0,29745424.15,252272477.3,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970782.281
2020-01-01T08:00:00Z,0,23071345.08,188701991.3,9649497.642,17764800,57896985.85,8392591.484,30384.33882,72000
2020-01-01T09:00:00Z,0,29165865.24,186832073.3,9649497.642,0,57896985.85,10490739.35,30384.33882,3970831.407
2020-01-01T10:00:00Z,0,20299449.52,110152684.3,9649497.642,0,57896985.85,8392591.484,30384.33882,72000
2020-01-01T11:00:00Z,0,22344550.32,125198968.9,9649497.642,0,57896985.85,10490739.35,30384.33882,72000
2020-01-01T12:00:00Z,0,13661598.03,91414451.72,9649497.642,0,57896985.85,8392591.484,30384.33882,3970632.409
2020-01-01T13:00:00Z,0,14016534.29,103263263.5,9649497.642,0,57896985.85,7195246.044,30384.33882,3970696.243
2020-01-01T14:00:00Z,0,7895882.183,80066924.62,9649497.642,0,57896985.85,5756196.836,30384.33882,72000
2020-01-01T15:00:00Z,0,8137731.656,103689141.1,9649497.642,0,57896985.85,7195246.044,30384.33882,3970885.22
2020-01-01T16:00:00Z,0,4650477.008,85652113.44,9649497.642,0,57896985.85,5756196.836,30384.33882,72000
2020-01-01T17:00:00Z,0,6436991.917,126161181.9,9649497.642,35529600,57896985.85,9172542.03,30384.33882,3970894.415
2020-01-01T18:00:00Z,0,4192705.355,108444145.8,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-01T19:00:00Z,0,7388221.887,147192908.1,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970943.001
2020-01-01T20:00:00Z,0,5450562.739,118339175.1,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-01T21:00:00Z,0,8207012.242,151657524.2,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-01T22:00:00Z,0,6180653.542,120590532.5,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3971364.3
2020-01-01T23:00:00Z,0,9177797.539,158767153.6,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970783.734
2020-01-02T00:00:00Z,0,7025248.828,128751016.2,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-02T01:00:00Z,0,11252961.2,163633034,9649497.642,53294400,77195981.14,10490739.35,30384.33882,72000
2020-01-02T02:00:00Z,0,9191753.891,131903909.1,9649497.642,53294400,77195981.14,8392591.484,30384.33882,3970129.706
2020-01-02T03:00:00Z,0,12780973.01,168764179.2,9649497.642,53294400,77195981.14,10490739.35,30384.33882,72000
2020-01-02T04:00:00Z,0,9766369.598,133353506.2,9649497.642,53294400,77195981.14,8392591.484,30384.33882,3970984.592
2020-01-02T05:00:00Z,0,12750535.72,164453191.5,9649497.642,53294400,77195981.14,10490739.35,30384.33882,72000
2020-01-02T06:00:00Z,0,8291927.272,124748618,19298995.28,53294400,77195981.14,8392591.484,30384.33882,3971509.006
2020-01-02T07:00:00Z,0,2033516.762,901383297,19298995.28,53294400,77195981.14,12588887.23,30384.33882,3971064.217
2020-01-02T08:00:00Z,0,150870970.1,704953243.2,57896985.85,17764800,117654442.7,12588887.23,30384.33882,3973400.864
2020-01-02T09:00:00Z,0,128483630.3,473529412.7,173690957.6,0,253451924.6,12588887.23,30384.33882,7880868.006
2020-01-02T10:00:00Z,0,109562755.5,398893377.8,173690957.6,0,223397067.4,12588887.23,30384.33882,7882540.076
2020-01-02T11:00:00Z,0,88363561.59,350234124.1,173690957.6,0,216461331.2,12588887.23,30384.33882,7882453.996
2020-01-02T12:00:00Z,0,75198753.73,305357974,173690957.6,0,223397067.4,12588887.23,30384.33882,11793136.76
2020-01-02T13:00:00Z,0,70573992.09,300958898.3,173690957.6,0,221437412.8,12588887.23,30384.33882,11798439.33
2020-01-02T14:00:00Z,0,84277786.32,249050032.7,173690957.6,0,229176847.7,12588887.23,30384.33882,11798131.65
2020-01-02T15:00:00Z,0,99713289.82,238506555.2,173690957.6,0,216461331.2,12588887.23,30384.33882,7881538.868
2020-01-02T16:00:00Z,0,88506504.82,232431235.6,173690957.6,0,216461331.2,12588887.23,30384.33882,7880770.143
2020-01-02T17:00:00Z,0,76852045.62,230988142.8,173690957.6,35529600,226864935.6,12588887.23,30384.33882,11790870.4
2020-01-02T18:00:00Z,0,90157578.24,254047086.8,135092967,53294400,226061237,12588887.23,30384.33882,7877542.174
2020-01-02T19:00:00Z,0,90442910.04,291156344,96494976.42,53294400,129665444.2,12588887.23,30384.33882,3973817.724
2020-01-02T20:00:00Z,0,77335442.34,298856952.1,96494976.42,53294400,120417795.9,12588887.23,30384.33882,3972577.602
2020-01-02T21:00:00Z,0,69953711.68,332025362,57896985.85,53294400,101118800.6,12588887.23,30384.33882,3973092.988
2020-01-02T22:00:00Z,0,60953957.71,333488314.3,57896985.85,53294400,96494976.42,12588887.23,30384.33882,3971350.778
2020-01-02T23:00:00Z,0,0,0,19298995.28,53294400,77195981.14,0,30384.33882,72000
2020-01-03T00:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970957.89
2020-01-03T01:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,72000
2020-01-03T02:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970991.666
2020-01-03T03:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,72000
2020-01-03T04:00:00Z,0,176699.4913,4796226.239,9649497.642,53294400,77195981.14,726406.5238,30384.33882,3970537.062
2020-01-03T05:00:00Z,0,0,23679470.51,9649497.642,53294400,77195981.14,3632032.619,30384.33882,72000
2020-01-03T06:00:00Z,0,0,22883301.83,19298995.28,53294400,77195981.14,2905626.095,30384.33882,3971358.748
2020-01-03T07:00:00Z,0,0,582739789.8,19298995.28,53294400,77195981.14,12588887.23,30384.33882,72000
2020-01-03T08:00:00Z,0,169479465.6,436477384.4,57896985.85,17764800,117654442.7,12588887.23,30384.33882,7874510.887
2020-01-03T09:00:00Z,0,166944614.7,279607539.5,173690957.6,0,253451924.6,12588887.23,30384.33882,7881405.797
2020-01-03T10:00:00Z,0,169463694.9,234411517.6,173690957.6,0,223397067.4,12588887.23,30384.33882,7881923.019
2020-01-03T11:00:00Z,0,161468819.6,205050290.1,173690957.6,0,216461331.2,12588887.23,30384.33882,7882547.517
2020-01-03T12:00:00Z,0,148747726.6,185443492.4,173690957.6,0,223397067.4,12588887.23,30384.33882,11792058.38
2020-01-03T13:00:00Z,0,136315954.3,200066845.5,173690957.6,0,221437412.8,12588887.23,30384.33882,11797227.81
2020-01-03T14:00:00Z,0,130023678.8,157952182.9,173690957.6,0,229176847.7,12588887.23,30384.33882,11797025.55
2020-01-03T15:00:00Z,0,127893709.8,152132446.8,173690957.6,0,216461331.2,12588887.23,30384.33882,7881112.244
2020-01-03T16:00:00Z,0,126243054.1,152470636.1,173690957.6,0,216461331.2,12588887.23,30384.33882,7880402.854
2020-01-03T17:00:00Z,0,124779132,162440140.3,173690957.6,35529600,226864935.6,12588887.23,30384.33882,11790906.06
2020-01-03T18:00:00Z,0,126498645.5,188792032,135092967,53294400,226061237,12588887.23,30384.33882,3974851.791
2020-01-03T19:00:00Z,0,131529288.1,231187710.6,96494976.42,53294400,129665444.2,12588887.23,30384.33882,7876597.945
2020-01-03T20:00:00Z,0,134250275.4,238646669.8,96494976.42,53294400,120417795.9,12588887.23,30384.33882,3972754.318
2020-01-03T21:00:00Z,0,138378090.5,280701785.7,57896985.85,53294400,101118800.6,12588887.23,30384.33882,3973068.487
2020-01-03T22:00:00Z,0,140191464.1,293348211.4,57896985.85,53294400,96494976.42,12588887.23,30384.33882,3971449.582
2020-01-03T23:00:00Z,0,0,0,19298995.28,53294400,77195981.14,0,30384.33882,72000
2020-01-04T00:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970766.41
2020-01-04T01:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,72000
2020-01-04T02:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970843.083
2020-01-04T03:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,72000
2020-01-04T04:00:00Z,0,818237.5761,23545571.68,9649497.642,53294400,77195981.14,3632032.619,30384.33882,3970639.875
2020-01-04T05:00:00Z,0,264660.9531,20636610.32,9649497.642,53294400,77195981.14,2905626.095,30384.33882,72000
2020-01-04T06:00:00Z,0,680778.5367,28845952.57,19298995.28,53294400,77195981.14,3632032.619,30384.33882,3971732.652
2020-01-04T07:00:00Z,0,0,534730153.2,19298995.28,53294400,77195981.14,12588887.23,30384.33882,72000
2020-01-04T08:00:00Z,0,157044058.4,398766098.2,57896985.85,17764800,117654442.7,12588887.23,30384.33882,7875209.29
2020-01-04T09:00:00Z,0,136159179.7,250287554.5,173690957.6,0,253451924.6,12588887.23,30384.33882,7881044.638
2020-01-04T10:00:00Z,0,120294170.8,209018528.4,173690957.6,0,223397067.4,12588887.23,30384.33882,7882169.771
2020-01-04T11:00:00Z,0,113636263,180932214.9,173690957.6,0,216461331.2,12588887.23,30384.33882,7882852.722
2020-01-04T12:00:00Z,0,104497891.7,162507874,173690957.6,0,223397067.4,12588887.23,30384.33882,11792363.01
2020-01-04T13:00:00Z,0,91986109.25,173449657.4,173690957.6,0,221437412.8,12588887.23,30384.33882,11799408.87
2020-01-04T14:00:00Z,0,85591909.77,140221092.8,173690957.6,0,229176847.7,12588887.23,30384.33882,11796326.89
2020-01-04T15:00:00Z,0,88571450.97,137738358.1,173690957.6,0,216461331.2,12588887.23,30384.33882,7880822.144
2020-01-04T16:00:00Z,0,90650218.5,143612334.9,173690957.6,0,216461331.2,12588887.23,30384.33882,7880150.257
2020-01-04T17:00:00Z,0,106986201.2,156665057.9,173690957.6,35529600,226864935.6,12588887.23,30384.33882,11791289.36
2020-01-04T18:00:00Z,0,133421879.8,186321090.4,135092967,53294400,226061237,12589094.44,30384.33882,3974798.391
2020-01-04T19:00:00Z,0,159138561.1,228722089.1,96494976.42,53294400,129665444.2,12588887.23,30384.33882,7876191.579
2020-01-04T20:00:00Z,0,170747099.5,240293041.6,96494976.42,53294400,120417795.9,12588887.23,30384.33882,3972674.209
2020-01-04T21:00:00Z,0,169330932.6,282122760.6,57896985.85,53294400,101118800.6,12588887.23,30384.33882,3973114.638
2020-01-04T22:00:00Z,0,173488636.5,297529765.3,57896985.85,53294400,96494976.42,12588887.23,30384.33882,3971331.718
2020-01-04T23:00:00Z,0,0,0,19298995.28,53294400,77195981.14,0,30384.33882,72000
2020-01-05T00:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970724.693
2020-01-05T01:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,72000
2020-01-05T02:00:00Z,0,1297922.153,24893034.85,9649497.642,53294400,77195981.14,3632032.619,30384.33882,3970804.415
2020-01-05T03:00:00Z,0,744462.1969,22862050.14,9649497.642,53294400,77195981.14,2905626.095,30384.33882,72000
2020-01-05T04:00:00Z,0,3702325.304,36047299.95,9649497.642,53294400,77195981.14,3632032.619,30384.33882,3970868.296
2020-01-05T05:00:00Z,0,6083284.216,35418335.92,9649497.642,53294400,77195981.14,2905626.095,30384.33882,72000
2020-01-05T06:00:00Z,0,15094768.78,84789527.41,19298995.28,53294400,77195981.14,7747256.66,30384.33882,3971834.908
2020-01-05T07:00:00Z,0,957285.0736,649282968.6,19298995.28,53294400,77195981.14,12588887.23,30384.33882,72000
2020-01-05T08:00:00Z,0,371076406.2,479550017.7,57896985.85,17764800,117654442.7,12588887.23,30384.33882,7874920.152
2020-01-05T09:00:00Z,0,348469864.2,277997951.1,173690957.6,0,253451924.6,12588887.23,30384.33882,7880845.737
2020-01-05T10:00:00Z,0,319041882.2,194384529.1,173690957.6,0,223397067.4,12588887.23,30384.33882,7882641.296
2020-01-05T11:00:00Z,0,274177455.9,164832556.5,173690957.6,0,216461331.2,12588887.23,30384.33882,7882662.407
2020-01-05T12:00:00Z,0,234475264.2,157668940.3,173690957.6,0,223397067.4,12611961.2,30384.33882,11793052.36
2020-01-05T13:00:00Z,0,204199848.9,161539795.3,173690957.6,0,221437412.8,12688321.47,30384.33882,11799106.59
2020-01-05T14:00:00Z,0,180106259.8,120251803.8,173690957.6,0,229176847.7,12693780.48,30384.33882,11796049.51
2020-01-05T15:00:00Z,0,153494026.8,102321947.7,173690957.6,0,216461331.2,12591165.58,30384.33882,7880710.196
2020-01-05T16:00:00Z,0,133197001.6,110984847,173690957.6,0,216461331.2,12588887.23,30384.33882,7880074.818
2020-01-05T17:00:00Z,0,139676784.6,141892662.3,173690957.6,35529600,226864935.6,12588887.23,30384.33882,11791143.93
2020-01-05T18:00:00Z,0,153676851,181265759.3,135092967,53294400,226061237,12707084.39,30384.33882,3974782.428
2020-01-05T19:00:00Z,0,173920367.3,221511761.3,96494976.42,53294400,129665444.2,12588887.23,30384.33882,7876321.05
2020-01-05T20:00:00Z,0,193453893,236649312.9,96494976.42,53294400,120417795.9,12588887.23,30384.33882,3972710.16
2020-01-05T21:00:00Z,0,218332287.3,283717213.1,57896985.85,53294400,101118800.6,12588887.23,30384.33882,3972381.545
2020-01-05T22:00:00Z,0,240689276.1,304184404.1,57896985.85,53294400,96494976.42,12588887.23,30384.33882,3971417.53
2020-01-05T23:00:00Z,0,0,0,19298995.28,53294400,77195981.14,0,30384.33882,72000
2020-01-06T00:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970855.947
2020-01-06T01:00:00Z,0,2965568.289,22168895.71,9649497.642,53294400,77195981.14,2905626.095,30384.33882,72000
2020-01-06T02:00:00Z,0,5479224.264,34686444.83,9649497.642,53294400,77195981.14,3632032.619,30384.33882,3970911.644
2020-01-06T03:00:00Z,0,9019569.159,35100020.59,9649497.642,53294400,77195981.14,2905626.095,30384.33882,72000
2020-01-06T04:00:00Z,0,13730946.52,56546069.27,9649497.642,53294400,77195981.14,4950229.943,30384.33882,3971022.706
2020-01-06T05:00:00Z,0,16157902.92,84688468.85,9649497.642,53294400,77195981.14,8962705.632,30384.33882,72000
2020-01-06T06:00:00Z,0,20692152.63,106158488.7,19298995.28,53294400,77195981.14,9778096.669,30384.33882,3971640.756
2020-01-06T07:00:00Z,0,1920508.616,669616981.7,19298995.28,53294400,77195981.14,12588887.23,30384.33882,72000
2020-01-06T08:00:00Z,0,381201981.3,491386685.7,57896985.85,17764800,117654442.7,12588887.23,30384.33882,3973460.739
2020-01-06T09:00:00Z,0,359095135.3,285051302.3,173690957.6,0,253451924.6,12588887.23,30384.33882,11784627.85
2020-01-06T10:00:00Z,0,337756000.4,208554370.3,173690957.6,0,223397067.4,12588887.23,30384.33882,7882648.11
2020-01-06T11:00:00Z,0,317802425.8,186007354,173690957.6,0,216461331.2,12588887.23,30384.33882,7882679.566
2020-01-06T12:00:00Z,0,294667785.9,202602675.2,173690957.6,0,223397067.4,12588887.23,30384.33882,11793114.61
2020-01-06T13:00:00Z,0,289876068.5,222135124.3,173690957.6,0,221437412.8,12588887.23,30384.33882,11799221.18
2020-01-06T14:00:00Z,0,285731279.6,201850755.2,173690957.6,0,229176847.7,12588887.23,30384.33882,11796198.01
2020-01-06T15:00:00Z,0,285554345.3,189152242.7,173690957.6,0,216461331.2,12588887.23,30384.33882,7880790.576
2020-01-06T16:00:00Z,0,293897589.9,188541643.2,173690957.6,0,216461331.2,12588887.23,30384.33882,7880144.911
2020-01-06T17:00:00Z,0,319591962.1,214588080.6,173690957.6,35529600,226864935.6,12588887.23,30384.33882,11791342.69
2020-01-06T18:00:00Z,0,351251667,253973511.3,135092967,53294400,226061237,12588887.23,30384.33882,3974816.61
2020-01-06T19:00:00Z,0,383313830.1,305519305.8,96494976.42,53294400,129665444.2,12588887.23,30384.33882,7876216.498
2020-01-06T20:00:00Z,0,399248011.6,323812845.2,96494976.42,53294400,120417795.9,12588887.23,30384.33882,3972673.587
2020-01-06T21:00:00Z,0,422375654.5,372573420.3,57896985.85,53294400,101118800.6,12588887.23,30384.33882,3973123.504
2020-01-06T22:00:00Z,0,431846815,392027993.7,57896985.85,53294400,96494976.42,12588887.23,30384.33882,3971271.013
2020-01-06T23:00:00Z,0,3595634.221,12868208.29,19298995.28,53294400,77195981.14,1452813.048,30384.33882,72000
2020-01-07T00:00:00Z,0,10809994.48,43948586,9649497.642,53294400,77195981.14,4134838.905,30384.33882,3971216.171
2020-01-07T01:00:00Z,0,24593536.05,118090381.7,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-07T02:00:00Z,0,22798771.28,113688979.3,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3971094.697
2020-01-07T03:00:00Z,0,34919413.22,159324821.4,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-07T04:00:00Z,0,29796235.34,144379784.4,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3971231.716
2020-01-07T05:00:00Z,0,42693695.85,192252746.3,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-07T06:00:00Z,0,35585280.49,171045668.3,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3971783.174
2020-01-07T07:00:00Z,0,15351563.47,810402945.2,19298995.28,53294400,77195981.14,12588887.23,30384.33882,72000
2020-01-07T08:00:00Z,0,527825997.2,625747391.7,19298995.28,17764800,95691277.84,12588887.23,30384.33882,3971922.059
2020-01-07T09:00:00Z,0,476128822,444093160.8,96494976.42,0,112678361,12588887.23,30384.33882,3972647.403
2020-01-07T10:00:00Z,0,421882565.6,351771458.9,96494976.42,0,120770053.3,12588887.23,30384.33882,3973878.647
2020-01-07T11:00:00Z,0,383131505.2,314620677.3,96494976.42,0,117302185.2,12588887.23,30384.33882,7874970.399
2020-01-07T12:00:00Z,0,365639018.6,296221762.9,96494976.42,0,125393877.5,12588887.23,30384.33882,3974289.941
2020-01-07T13:00:00Z,0,349556093.4,278954992.3,96494976.42,0,120770053.3,12588887.23,30384.33882,3973684.305
2020-01-07T14:00:00Z,0,331970602.8,256168772.1,96494976.42,0,111522405,12588887.23,30384.33882,7874956.228
2020-01-07T15:00:00Z,0,335760888.7,285789713.7,28948492.93,0,76794131.85,12588887.23,30384.33882,3972715.606
2020-01-07T16:00:00Z,0,346108206.9,300391487,28948492.93,0,72170307.67,12588887.23,30384.33882,3972402.371
2020-01-07T17:00:00Z,0,373572103.6,376920761.1,28948492.93,26647200,73326263.72,12588887.23,30384.33882,3972368.807
2020-01-07T18:00:00Z,0,398784290.3,434685133.4,9649497.642,53294400,64832722.12,12588887.23,30384.33882,72000
2020-01-07T19:00:00Z,0,2730352.782,15094007.14,9649497.642,53294400,57896985.85,1816016.31,30384.33882,3971261.032
2020-01-07T20:00:00Z,0,11506949.47,69278540.25,9649497.642,53294400,57896985.85,8128952.019,30384.33882,72000
2020-01-07T21:00:00Z,0,20983934.93,116707349.3,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3971100.855
2020-01-07T22:00:00Z,0,25142768.72,123594473,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3971618.636
2020-01-07T23:00:00Z,0,33530134.07,158563188.3,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-08T00:00:00Z,0,31961678.99,149947401,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3970916.602
2020-01-08T01:00:00Z,0,41417772.34,189923408.8,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-08T02:00:00Z,0,38396449.21,181198721.8,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3970803.321
2020-01-08T03:00:00Z,0,47386522.08,222865635.9,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-08T04:00:00Z,0,41729611.9,205549237.9,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3970733.714
2020-01-08T05:00:00Z,0,51049559.37,248065145.6,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-08T06:00:00Z,0,44615168.85,226892003.3,9649497.642,53294400,57896985.85,8392591.484,30384.33882,3971548.477
2020-01-08T07:00:00Z,0,53892335.01,268717722.7,9649497.642,53294400,57896985.85,10490739.35,30384.33882,72000
2020-01-08T08:00:00Z,0,45926457.97,219912682.1,9649497.642,17764800,57896985.85,8392591.484,30384.33882,72000
2020-01-08T09:00:00Z,0,52113014.99,178456024,9649497.642,0,57896985.85,10490739.35,30384.33882,3970490.141
2020-01-08T10:00:00Z,0,39476132.29,121134200.8,9649497.642,0,57896985.85,8392591.484,30384.33882,72000
2020-01-08T11:00:00Z,0,41798299.34,128922271.6,9649497.642,0,57896985.85,10490739.35,30384.33882,3970794.032
2020-01-08T12:00:00Z,0,31282790.71,109786007.7,9649497.642,0,57896985.85,8392591.484,30384.33882,72000
2020-01-08T13:00:00Z,0,31644552.93,121107100.2,9649497.642,0,57896985.85,10490739.35,30384.33882,3971015.379
2020-01-08T14:00:00Z,0,22526865.39,89897340.9,9649497.642,0,57896985.85,8392591.484,30384.33882,3971843.66
2020-01-08T15:00:00Z,0,21996495.63,93648731.32,9649497.642,0,57896985.85,10490739.35,30384.33882,72000
2020-01-08T16:00:00Z,0,17150943.74,77821063.6,9649497.642,0,57896985.85,8392591.484,30384.33882,3970906.985
2020-01-08T17:00:00Z,0,19815886.3,121667341.4,9649497.642,26647200,57896985.85,10490739.35,30384.33882,72000
2020-01-08T18:00:00Z,0,18326466.03,132360026.5,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-08T19:00:00Z,0,22059243.27,168567086.9,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970241.523
2020-01-08T20:00:00Z,0,20349481.77,153084262.7,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-08T21:00:00Z,0,23913797.83,182909171.3,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970649.589
2020-01-08T22:00:00Z,0,21414695.85,163367899.8,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-08T23:00:00Z,0,24978977.15,194772331.5,9649497.642,53294400,57896985.85,10490739.35,30384.33882,3970849.119
2020-01-09T00:00:00Z,0,22071949.37,172499576.3,9649497.642,53294400,57896985.85,8392591.484,30384.33882,72000
2020-01-09T01:00:00Z,0,25891252.77,197657064.4,9649497.642,53294400,77195981.14,10490739.35,30384.33882,3971000.236
2020-01-09T02:00:00Z,0,22615993.85,173323733.1,9649497.642,53294400,77195981.14,8392591.484,30384.33882,72000
2020-01-09T03:00:00Z,0,25867521.91,201952090.9,9649497.642,53294400,77195981.14,10490739.35,30384.33882,3971118.174
2020-01-09T04:00:00Z,0,22199343.39,174449957.6,9649497.642,53294400,77195981.14,8392591.484,30384.33882,72000
2020-01-09T05:00:00Z,0,25446601.47,204352105.5,9649497.642,53294400,77195981.14,10490739.35,30384.33882,3971219.88
2020-01-09T06:00:00Z,0,21820083.98,175649709.2,19298995.28,53294400,77195981.14,8392591.484,30384.33882,72000
2020-01-09T07:00:00Z,0,3826955.734,935480414.4,19298995.28,53294400,77195981.14,12588887.23,30384.33882,3971425.751
2020-01-09T08:00:00Z,0,281292445.3,729142392,57896985.85,17764800,117654442.7,12588887.23,30384.33882,3973467.309
2020-01-09T09:00:00Z,0,241792011.8,473756542.3,173690957.6,0,253451924.6,12588887.23,30384.33882,7881869.568
2020-01-09T10:00:00Z,0,199270165.9,375474426.2,173690957.6,0,223397067.4,12588887.23,30384.33882,11787565.78
2020-01-09T11:00:00Z,0,169570917.5,317345186.2,173690957.6,0,216461331.2,12588887.23,30384.33882,7882842.997
2020-01-09T12:00:00Z,0,132980699.4,267060721.1,173690957.6,0,223397067.4,12588887.23,30384.33882,11793387.16
2020-01-09T13:00:00Z,0,98547809.6,255567194.2,173690957.6,0,221437412.8,12588887.23,30384.33882,11799713.95
2020-01-09T14:00:00Z,0,72886918.18,198649724.1,173690957.6,0,229176847.7,12588887.23,30384.33882,11796656.51
2020-01-09T15:00:00Z,0,60097186.3,172898911.9,173690957.6,0,216461331.2,12588887.23,30384.33882,7881207.168
2020-01-09T16:00:00Z,0,56589893.27,172721553,173690957.6,0,216461331.2,12588887.23,30384.33882,7880850.312
2020-01-09T17:00:00Z,0,71776760.76,197400595,173690957.6,26647200,226864935.6,12588887.23,30384.33882,11790912.82
2020-01-09T18:00:00Z,0,85470148.32,232367227.2,135092967,53294400,226061237,12588887.23,30384.33882,3974763.081
2020-01-09T19:00:00Z,0,89609381.66,273922104.1,96494976.42,53294400,129665444.2,12588887.23,30384.33882,7876416.564
2020-01-09T20:00:00Z,0,79759408.71,284504792.6,96494976.42,53294400,120417795.9,12588887.23,30384.33882,3972765.566
2020-01-09T21:00:00Z,0,79681513.58,319298057.4,57896985.85,53294400,101118800.6,12588887.23,30384.33882,3973046.853
2020-01-09T22:00:00Z,0,90809092.69,326688155.3,57896985.85,53294400,96494976.42,12588887.23,30384.33882,3971512.269
2020-01-09T23:00:00Z,0,0,0,19298995.28,53294400,77195981.14,0,30384.33882,72000
2020-01-10T00:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970978.808
2020-01-10T01:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,72000
2020-01-10T02:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,3970990.684
2020-01-10T03:00:00Z,0,0,0,9649497.642,53294400,77195981.14,0,30384.33882,72000
2020-01-10T04:00:00Z,0,236747.1562,13037701.97,9649497.642,53294400,77195981.14,2179219.571,30384.33882,3971006.058
2020-01-10T05:00:00Z,0,172265.396,24033882.19,9649497.642,53294400,77195981.14,3632032.619,30384.33882,72000
2020-01-10T06:00:00Z,0,0,21428616.41,19298995.28,53294400,77195981.14,2905626.095,30384.33882,3971401.689
2020-01-10T07:00:00Z,0,49856.03725,572764628.7,19298995.28,53294400,77195981.14,12588887.23,30384.33882,72000
2020-01-10T08:00:00Z,0,160014347,418352489.5,57896985.85,17764800,117654442.7,12588887.23,30384.33882,3973490.683
2020-01-10T09:00:00Z,0,127571108,214096090.8,173690957.6,0,253451924.6,12588887.23,30384.33882,11784801.8
2020-01-10T10:00:00Z,0,96236612.63,143352073.5,173690957.6,0,223397067.4,12588887.23,30384.33882,7882856.04
2020-01-10T11:00:00Z,0,71468923.95,121416692.9,173690957.6,0,216461331.2,12588887.23,30384.33882,7882940.436
2020-01-10T12:00:00Z,0,47845340.38,111413594,173690957.6,0,223397067.4,12722108.11,30384.33882,11792679.91
2020-01-10T13:00:00Z,0,28382451.09,121128250.8,173690957.6,0,221437412.8,12894080.37,30384.33882,11798665.26
2020-01-10T14:00:00Z,0,20957413.35,80120190.35,173690957.6,0,229176847.7,13052946.27,30384.33882,11797161.85
